borrower_id,borrower_name,borrower_sector_code,borrower_sector_description,period,period_title,covenant_type,Actual,Headroom,Status,Threshold,fy_month,fy_year
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-03-01,M2-FY26,Gross Leverage Ratio,1.083331379,79.90746169,1.0,3.96,2,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-03-01,M2-FY26,Minimum Cash Cover,2014785.256,94.98599297,1.0,275000.0,2,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-03-01,M2-FY26,Senior Leverage Ratio,1.083331379,64.86119253,1.0,2.64,2,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-03-01,M2-FY27,DSCR,7.94908028,71.94528306,1.0,2.75,2,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-03-01,M2-FY27,Gross Leverage Ratio,0.812021427,87.44384925,1.0,3.96,2,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-03-01,M2-FY27,Minimum Cash Cover,3702124.58,101.8290162,1.0,275000.0,2,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-03-01,M2-FY27,Senior Leverage Ratio,0.812021427,76.16577388,1.0,2.64,2,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-04-01,M3-FY24,DSCR,0.994397148,-194.2044123,-1.0,2.75,3,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-04-01,M3-FY24,Gross Leverage Ratio,3.08748366,24.23656499,1.0,3.96,3,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-04-01,M3-FY24,Minimum Cash Cover,583604.8759,58.16698549,1.0,275000.0,3,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-04-01,M3-FY24,Senior Leverage Ratio,2.081951548,23.25201885,1.0,2.64,3,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-04-01,M3-FY25,DSCR,2.466473489,-12.6447401,-1.0,2.75,3,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-04-01,M3-FY25,Gross Leverage Ratio,1.741250823,61.63192159,1.0,3.96,3,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-04-01,M3-FY25,Minimum Cash Cover,1047692.526,81.12702509,1.0,275000.0,3,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-04-01,M3-FY25,Senior Leverage Ratio,1.447362108,49.69324551,1.0,2.64,3,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-04-01,M3-FY26,DSCR,4.898242126,48.24315087,1.0,2.75,3,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-04-01,M3-FY26,Gross Leverage Ratio,1.054741757,80.70161786,1.0,3.96,3,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-04-01,M3-FY26,Minimum Cash Cover,2214524.663,96.34018374,1.0,275000.0,3,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-04-01,M3-FY26,Senior Leverage Ratio,1.054741757,66.05242678,1.0,2.64,3,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-04-01,M3-FY27,DSCR,7.947346638,71.93698177,1.0,2.75,3,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-04-01,M3-FY27,Gross Leverage Ratio,0.801742675,87.72937015,1.0,3.96,3,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-04-01,M3-FY27,Minimum Cash Cover,3901422.964,102.2464187,1.0,275000.0,3,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2026-04-01,M3-FY27,Senior Leverage Ratio,0.801742675,76.59405522,1.0,2.64,3,27
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-05-01,M4-FY24,DSCR,0.909998859,-222.4179992,-1.0,2.75,4,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-05-01,M4-FY24,Gross Leverage Ratio,2.99388175,26.83661805,1.0,3.96,4,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-05-01,M4-FY24,Minimum Cash Cover,733535.4963,68.76136854,1.0,275000.0,4,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-05-01,M4-FY24,Senior Leverage Ratio,2.01303211,26.12366207,1.0,2.64,4,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-05-01,M4-FY25,DSCR,2.555836672,-8.356545762,-1.0,2.75,4,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-05-01,M4-FY25,Gross Leverage Ratio,1.697929315,62.83529681,1.0,3.96,4,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-05-01,M4-FY25,Minimum Cash Cover,1248112.797,85.76340851,1.0,275000.0,4,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-05-01,M4-FY25,Senior Leverage Ratio,1.40899785,51.29175626,1.0,2.64,4,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-05-01,M4-FY26,DSCR,5.029006002,49.8489483,1.0,2.75,4,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-05-01,M4-FY26,Gross Leverage Ratio,1.02702891,81.47141916,1.0,3.96,4,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-05-01,M4-FY26,Minimum Cash Cover,2417694.324,97.48807916,1.0,275000.0,4,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-05-01,M4-FY26,Senior Leverage Ratio,1.02702891,67.20712875,1.0,2.64,4,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-06-01,M5-FY24,DSCR,1.014925442,-188.0514504,-1.0,2.75,5,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-06-01,M5-FY24,Gross Leverage Ratio,2.916040405,28.99887764,1.0,3.96,5,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-06-01,M5-FY24,Minimum Cash Cover,886909.0201,75.8927812,1.0,275000.0,5,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-06-01,M5-FY24,Senior Leverage Ratio,1.954974378,28.54273423,1.0,2.64,5,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-06-01,M5-FY25,DSCR,2.645173813,-4.3592147,-1.0,2.75,5,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-06-01,M5-FY25,Gross Leverage Ratio,1.656052951,63.99852915,1.0,3.96,5,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-06-01,M5-FY25,Minimum Cash Cover,1451962.222,89.16612461,1.0,275000.0,5,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-06-01,M5-FY25,Senior Leverage Ratio,1.371912917,52.83696181,1.0,2.64,5,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-06-01,M5-FY26,DSCR,5.159769878,51.3733544,1.0,2.75,5,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-06-01,M5-FY26,Gross Leverage Ratio,1.000153114,82.21796905,1.0,3.96,5,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-06-01,M5-FY26,Minimum Cash Cover,2624294.237,98.47309133,1.0,275000.0,5,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-06-01,M5-FY26,Senior Leverage Ratio,1.000153114,68.32695358,1.0,2.64,5,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-07-01,M6-FY24,DSCR,0.041418888,-7193.431281,-1.0,2.75,6,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-07-01,M6-FY24,Gross Leverage Ratio,2.608873969,37.53127864,1.0,3.96,6,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-07-01,M6-FY24,Minimum Cash Cover,542262.947,54.21525541,1.0,275000.0,6,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-07-01,M6-FY24,Senior Leverage Ratio,1.90404224,30.66490666,1.0,2.64,6,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-07-01,M6-FY25,DSCR,2.734484913,-0.624124714,-1.0,2.75,6,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-07-01,M6-FY25,Gross Leverage Ratio,1.42702457,70.36042862,1.0,3.96,6,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-07-01,M6-FY25,Minimum Cash Cover,1157778.3,83.87237262,1.0,275000.0,6,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-07-01,M6-FY25,Senior Leverage Ratio,1.336044177,54.33149262,1.0,2.64,6,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-07-01,M6-FY26,DSCR,6.556853198,63.8650644,1.0,2.75,6,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-07-01,M6-FY26,Gross Leverage Ratio,0.97407701,82.94230529,1.0,3.96,6,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-07-01,M6-FY26,Minimum Cash Cover,2834324.404,99.32726263,1.0,275000.0,6,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-07-01,M6-FY26,Senior Leverage Ratio,0.97407701,69.41345793,1.0,2.64,6,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-08-01,M7-FY24,DSCR,0.353996033,-744.529349,-1.0,2.75,7,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-08-01,M7-FY24,Gross Leverage Ratio,2.552166641,39.1064822,1.0,3.96,7,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-08-01,M7-FY24,Minimum Cash Cover,702522.2773,66.94086725,1.0,275000.0,7,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-08-01,M7-FY24,Senior Leverage Ratio,1.85809177,32.57950957,1.0,2.64,7,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-08-01,M7-FY25,DSCR,2.823769971,2.873710268,0.0,2.75,7,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-08-01,M7-FY25,Gross Leverage Ratio,1.390853481,71.36518108,1.0,3.96,7,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-08-01,M7-FY25,Minimum Cash Cover,1368486.031,87.89528039,1.0,275000.0,7,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-08-01,M7-FY25,Senior Leverage Ratio,1.301332587,55.77780887,1.0,2.64,7,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-08-01,M7-FY26,DSCR,6.687617074,64.767147,1.0,2.75,7,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-08-01,M7-FY26,Gross Leverage Ratio,0.948765428,83.64540479,1.0,3.96,7,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-08-01,M7-FY26,Minimum Cash Cover,3047784.825,100.0747586,1.0,275000.0,7,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-08-01,M7-FY26,Senior Leverage Ratio,0.948765428,70.46810719,1.0,2.64,7,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-09-01,M8-FY24,DSCR,0.485329629,-513.2877241,-1.0,2.75,8,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-09-01,M8-FY24,Gross Leverage Ratio,2.500303913,40.54711351,1.0,3.96,8,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-09-01,M8-FY24,Minimum Cash Cover,866224.5108,75.07833752,1.0,275000.0,8,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-09-01,M8-FY24,Senior Leverage Ratio,1.815802948,34.34154384,1.0,2.64,8,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-09-01,M8-FY25,DSCR,2.913028987,6.156199828,0.0,2.75,8,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-09-01,M8-FY25,Gross Leverage Ratio,1.355830746,72.33803483,1.0,3.96,8,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-09-01,M8-FY25,Minimum Cash Cover,1582622.915,90.88616075,1.0,275000.0,8,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-09-01,M8-FY25,Senior Leverage Ratio,1.267722862,57.17821406,1.0,2.64,8,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-09-01,M8-FY26,DSCR,6.81838095,65.63462907,1.0,2.75,8,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-09-01,M8-FY26,Gross Leverage Ratio,0.924185231,84.32818803,1.0,3.96,8,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-09-01,M8-FY26,Minimum Cash Cover,3264675.498,100.734148,1.0,275000.0,8,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-09-01,M8-FY26,Senior Leverage Ratio,0.924185231,71.49228204,1.0,2.64,8,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-10-01,M9-FY23,DSCR,3.54938412,24.77394675,1.0,2.75,9,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-10-01,M9-FY23,Minimum Cash Cover,765909.1,70.50445151,1.0,275000.0,9,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-10-01,M9-FY24,DSCR,0.621840445,-376.4591914,-1.0,2.75,9,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-10-01,M9-FY24,Gross Leverage Ratio,2.452133356,41.88518456,1.0,3.96,9,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-10-01,M9-FY24,Minimum Cash Cover,676427.5628,65.27976436,1.0,275000.0,9,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-10-01,M9-FY24,Senior Leverage Ratio,1.776317153,35.98678531,1.0,2.64,9,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-10-01,M9-FY25,DSCR,3.002261961,9.242636423,0.0,2.75,9,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-10-01,M9-FY25,Gross Leverage Ratio,1.321902361,73.28048996,1.0,3.96,9,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-10-01,M9-FY25,Minimum Cash Cover,1194324.168,84.67186815,1.0,275000.0,9,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-10-01,M9-FY25,Senior Leverage Ratio,1.235163186,58.53486724,1.0,2.64,9,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-10-01,M9-FY26,DSCR,6.949144826,66.46946386,1.0,2.75,9,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-10-01,M9-FY26,Gross Leverage Ratio,0.900305171,84.99152302,1.0,3.96,9,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-10-01,M9-FY26,Minimum Cash Cover,2879131.64,99.49335988,1.0,275000.0,9,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-10-01,M9-FY26,Senior Leverage Ratio,0.900305171,72.48728453,1.0,2.64,9,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-11-01,M10-FY23,DSCR,2.61278647,-5.776778362,-1.0,2.75,10,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-11-01,M10-FY23,Gross Leverage Ratio,3.992292404,-0.897011234,-1.0,3.96,10,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-11-01,M10-FY23,Minimum Cash Cover,635053.1,62.36618796,1.0,275000.0,10,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-11-01,M10-FY23,Senior Leverage Ratio,2.249121477,16.28660512,1.0,2.64,10,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-11-01,M10-FY24,DSCR,1.192621737,-143.6428698,-1.0,2.75,10,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-11-01,M10-FY24,Gross Leverage Ratio,2.361314092,44.40794189,1.0,3.96,10,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-11-01,M10-FY24,Minimum Cash Cover,847015.6028,74.28637217,1.0,275000.0,10,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-11-01,M10-FY24,Senior Leverage Ratio,1.70613344,38.91110666,1.0,2.64,10,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-11-01,M10-FY25,DSCR,3.091468894,12.15007482,1.0,2.75,10,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-11-01,M10-FY25,Gross Leverage Ratio,1.289017657,74.19395397,1.0,3.96,10,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-11-01,M10-FY25,Minimum Cash Cover,1415319.359,88.62673198,1.0,275000.0,10,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2024-11-01,M10-FY25,Senior Leverage Ratio,1.20360494,59.84979416,1.0,2.64,10,25
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-11-01,M10-FY26,DSCR,7.079908701,67.27346033,1.0,2.75,10,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-11-01,M10-FY26,Gross Leverage Ratio,0.877095754,85.63622904,1.0,3.96,10,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-11-01,M10-FY26,Minimum Cash Cover,3102882.82,100.2510015,1.0,275000.0,10,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2025-11-01,M10-FY26,Senior Leverage Ratio,0.877095754,73.45434357,1.0,2.64,10,26
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-12-01,M11-FY23,DSCR,2.629478242,-5.041834212,-1.0,2.75,11,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-12-01,M11-FY23,Gross Leverage Ratio,3.992292404,-0.897011234,-1.0,3.96,11,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-12-01,M11-FY23,Minimum Cash Cover,635053.1,62.36618796,1.0,275000.0,11,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2022-12-01,M11-FY23,Senior Leverage Ratio,2.249121477,16.28660512,1.0,2.64,11,23
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-12-01,M11-FY24,DSCR,0.359221714,-732.0983159,-1.0,2.75,11,24
B1,Knapp  Brown and Keller,66290,Other activities auxiliary to insurance and pension funding,2023-12-01,M11-FY24,Gross Leverage Ratio,2.097802979,51.72769502,1.0,3.96,11,24
